PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
103,11/13/2022,1,3,10023185,Right,T_A,1000051953,Right,T_B,4,Top,0,0,2,0-2,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,88.60736,1.815758,-1.171444,1906.023593,223.974171,1:30,5.82596,1.35085,5.71578,-21.10407,15.06733,13.35154,5.75969,1.37206,79.98678,-2.179538,1.215553,0.432867,,,,,,,,,,,,-7.07607,7.44516,-1.26095,50,5.965,2.03357,-128.47015,3.41023,-11.71352,28.97666,-19.84952,87.07635,,8.62059,,,,691373,Right,54.77977,-129.54374,14.48833,5.82502,4.14567,-9.92476,-1.34434,2.46756,-5.85676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
104,11/13/2022,1,4,10023185,Right,T_A,1000103136,Right,T_B,4,Top,0,1,2,1-2,Slider,Curveball,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,76.94806,0.464247,-1.554006,2125.37643,63.588763,8:00,5.7762,1.23012,5.43772,-51.38515,-3.16492,-9.49863,1.929,-1.01698,70.61297,-8.886653,-3.246399,0.499788,77.47715,21.396688,44.624869,3583.324747,70.97383,29.8867,84.03986,232.36416,210.08062,56.093166,2.974494,4.34036,-1.29579,-1.08578,50,5.78163,3.39251,-111.682,-0.80385,5.4481,21.2729,-33.80053,75.41681,30.53962,6.33509,0.90596,2.00002,0.64819,691373,Right,55.06264,-112.64219,10.63645,5.78348,0.7218,-16.90027,-1.23335,3.1466,2.72405,,0.90595,75.30101,-17.83869,3.88751,-0.79709,0.13781,-0.01538,0.0003,0.0001,2.00004,41.45567,-16.12436,0.93352,-0.17853,0.07135,-0.02965,0.00721,-0.00068,0.6482,74.32108,-4.84822,0.78786,-0.13869,0.04262,-0.0165,0.00375,-0.00034,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,v3
105,11/13/2022,1,5,10023185,Right,T_A,1000103136,Right,T_B,4,Top,0,1,2,1-2,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,74.99839,2.854568,0.283012,1956.571289,62.984627,8:00,5.71574,1.2991,5.31833,-54.32979,-3.63658,-10.14359,3.8695,0.71941,68.8763,-7.033006,-1.518311,0.512444,,,,,,,,,,,,5.1324,-2.08248,-1.31721,50,5.93516,-0.14609,-108.81969,3.61523,6.16807,18.69422,-34.67677,73.5543,,6.12209,,,,691373,Right,55.18215,-109.70632,9.34711,5.7247,5.25989,-17.33839,-1.30335,-0.43863,3.08404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
106,11/13/2022,1,6,10023185,Right,T_A,1000180386,Right,T_B,4,Top,1,0,0,0-0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,88.69158,-1.61288,-2.974734,1948.367479,217.988989,1:15,5.81064,1.009,5.60615,-18.96371,16.81347,12.27883,2.72232,-0.74709,81.45158,-5.169346,-0.785963,0.430501,88.07116,19.137891,64.612439,4441.595151,,,,,114.60901,,,-7.01878,9.28162,-0.76257,50,5.66035,6.15986,-128.68181,-4.23721,-11.83814,25.23146,-16.51934,87.55473,30.65338,7.24,0.49,2.79622,0.43693,691373,Right,54.89349,-129.63776,12.61573,5.80903,-3.61135,-8.25967,-1.00444,6.60837,-5.91907,,0.49,52.3197,-19.2351,4.50903,-0.9731,0.01789,0.22396,-0.17263,0.04791,2.79622,42.34776,-16.24972,0.97664,-0.15632,0.10627,-0.11659,0.07718,-0.02077,0.43693,110.24706,-11.45983,1.50889,-0.20003,0.06952,-0.07899,0.05353,-0.01454,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,v3
107,11/13/2022,1,7,10023185,Right,T_A,1000103136,Right,T_B,4,Top,1,0,1,0-1,Fastball,Sinker,InPlay,Undefined,GroundBall,GroundBall,FieldersChoice,1,0,89.44318,-2.169972,-3.112868,1980.717661,232.130766,1:45,5.89762,1.13036,5.88253,-22.50919,13.4378,15.4204,2.00278,-0.47821,79.78956,-6.436502,-0.348468,0.431522,46.85542,-59.096774,68.597295,,,,,1.75637,1.75637,60.653054,0.031886,-8.948,8.0478,-0.88761,50,5.70949,6.35562,-129.33034,-5.61445,-14.74921,33.70711,-18.90863,87.3477,1.89199,9.65362,0.44753,1.89199,0.47659,691373,Right,54.61204,-130.52683,16.85356,5.89687,-4.94325,-9.45431,-1.12251,6.87917,-7.37461,,0.44711,12.96069,,,,,,,,1.8939,-59.33607,,,,,,,,0.47553,33.06718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,v3
108,11/13/2022,2,1,10023185,Right,T_A,1000180386,Right,T_B,4,Top,1,0,0,0-0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,89.34294,-1.412522,-3.172006,2016.243836,213.811707,1:15,5.82374,1.19236,5.75102,-18.90863,16.72194,10.35634,2.93076,-0.90059,80.77653,-5.001393,-1.321799,0.429618,,,,,,,,,,,,-6.20989,9.29634,-0.93503,50,5.69494,6.71258,-129.39279,-3.77192,-10.42016,29.57856,-16.57478,87.73469,,8.56642,,,,691373,Right,54.74476,-130.47291,14.78928,5.82163,-3.16665,-8.28739,-1.1871,7.09309,-5.21008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
109,11/13/2022,2,2,10023185,Right,T_A,1000180386,Right,T_B,4,Top,1,1,0,1-0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,81.4171,-1.416029,-3.09828,1892.883133,222.221371,1:30,5.53657,1.36725,6.71175,-29.48667,11.10312,8.99772,1.78269,-0.71807,75.27863,-6.95929,-1.459953,0.458543,,,,,,,,,,,,-5.54737,6.60914,-1.16497,50,5.43093,6.10056,-118.33247,-3.70435,-7.92741,20.91954,-22.72931,82.2005,,6.13847,,,,691373,Right,53.78782,-119.00022,10.45977,5.53759,-2.97883,-11.36466,-1.36374,6.3536,-3.9637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
110,11/13/2022,2,3,10023185,Right,T_A,1000055244,Left,T_B,4,Top,1,2,0,2-0,ChangeUp,Changeup,InPlay,Undefined,Popup,FlyBall,Out,1,0,82.11849,-0.05884,-2.75827,1859.420063,229.963205,1:45,5.59839,1.23032,6.51901,-29.06683,11.39989,12.04985,3.1221,-0.2983,75.14702,-5.54353,-0.572087,0.457847,78.38093,29.316367,-13.203518,2891.233165,104.49701,48.49352,-34.35657,236.91878,233.12882,-24.815033,3.772375,-7.10244,6.37965,-1.0431,50,5.58163,5.32198,-119.31389,-0.91521,-10.23092,23.11314,-22.9843,82.32538,51.1169,6.97148,1.32595,3.01271,0.32188,691373,Right,53.98017,-120.08244,11.55657,5.59935,-0.15094,-11.49215,-1.22572,5.66217,-5.11546,140.472886,1.32505,97.61287,-20.95683,5.09784,-1.31148,0.38118,-0.09682,0.01496,-0.00095,3.01363,56.26022,-17.81959,0.74555,0.1738,-0.15233,0.04868,-0.0069,0.00035,0.32157,-22.88536,-3.52192,1.58178,-0.49133,0.13287,-0.02877,0.00382,-0.00022,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
111,11/13/2022,3,1,10023185,Right,T_A,1000180386,Right,T_B,4,Top,1,0,0,0-0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,88.58307,-2.48499,-3.904559,1830.699715,232.595996,1:45,5.79637,0.97315,5.77677,-24.29324,12.00953,14.01564,1.45283,-1.49768,80.27878,-7.023896,-1.399949,0.433652,,,,,,,,,,,,-8.32906,7.26685,-0.6588,50,5.57615,8.14201,-128.14614,-6.37411,-13.70328,29.09741,-20.21832,86.91868,,8.30429,,,,691373,Right,54.72045,-129.21354,14.54871,5.79637,-5.63242,-10.10916,-0.9667,8.6447,-6.85164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
112,11/13/2022,3,2,10023185,Right,T_A,1000180386,Right,T_B,4,Top,1,1,0,1-0,Slider,Curveball,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,76.92636,0.54609,-1.925811,2093.1129,62.765358,8:00,5.6655,1.27634,5.48721,-50.17727,-2.31343,-7.30504,1.99526,-1.13478,70.98904,-8.583003,-3.227672,0.497938,61.31676,-14.17695,-24.821922,,,,,12.20465,4.54696,-13.361911,0.104373,3.19547,-0.98095,-1.10231,50,5.6788,4.02695,-111.7204,-0.57453,4.04027,20.0533,-33.41433,75.69707,2.30854,5.93731,3.57981,2.30854,1.01592,691373,Right,55.01455,-112.6169,10.02665,5.67109,0.91927,-16.70716,-1.2783,3.84633,2.02014,,3.57424,79.46909,,,,,,,,2.31009,-22.11809,,,,,,,,1.0185,-36.75678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,v3
113,11/13/2022,1,1,1000064440,Left,T_B,1000069979,Right,T_A,4,Bottom,0,0,0,0-0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,75.87986,0.621561,0.517202,1269.943092,134.882342,10:30,5.90878,-1.98863,5.63983,-39.1351,9.2615,-7.94634,3.22741,-2.16832,70.35629,-6.573139,-0.903057,0.500701,,,,,,,,,,,,4.15575,4.98055,1.94984,50,5.93651,-0.70357,-110.32568,-0.00293,5.18374,17.41302,-25.96148,75.27927,,5.52358,,,,8886145,Right,54.85938,-111.09001,8.70651,5.91163,1.13662,-12.98074,1.98572,-0.93111,2.59187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
114,11/13/2022,1,2,1000064440,Left,T_B,1000069979,Right,T_A,4,Bottom,0,1,0,1-0,Fastball,Changeup,InPlay,Undefined,FlyBall,,Out,1,0,85.77207,-1.127415,3.076765,1736.302836,169.5055,11:45,5.9112,-1.99396,6.06374,-25.94568,12.0426,-1.99736,2.70401,0.68983,78.17685,-5.990597,2.717841,0.443605,86.81761,35.080026,-7.340003,2849.140853,,,,,100.12356,,,1.94437,6.9141,1.75622,50,5.80979,-6.60866,-124.40355,-3.24431,3.02885,26.35327,-21.40367,84.96851,66.9654,7.59521,2.21844,2.90388,-0.67877,8886145,Right,54.43471,-125.33947,13.17663,5.91152,-2.48418,-10.70183,1.99283,-6.71622,1.51442,185.797032,2.21844,103.34851,-23.19585,5.83634,-1.37904,0.2918,-0.05985,0.01029,-0.001,2.90388,73.18042,-17.07716,0.80013,0.03472,-0.0452,0.01753,-0.00373,0.00042,-0.67877,-13.3126,4.55514,0.43453,-0.40817,0.15439,-0.04387,0.00919,-0.00105,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,v3
115,11/13/2022,2,1,1000064440,Left,T_B,1000102964,Right,T_A,4,Bottom,1,0,0,0-0,Slider,Slider,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,79.31076,0.264547,1.718728,2539.1382,264.25123,2:45,5.74973,-2.38031,5.07289,-43.74534,2.03756,6.17386,2.35381,-0.24496,72.92775,-7.666626,2.810326,0.486993,77.80926,45.575767,38.692749,,72.16402,83.40242,83.02014,222.2794,165.90247,57.037512,4.79936,-2.61189,1.32209,2.21208,50,5.74008,-3.70392,-115.0822,-1.01803,-3.50335,21.32242,-30.40073,77.39828,85.50707,6.38301,1.59047,2.33479,0.15209,8886145,Right,55.42716,-116.08338,10.66121,5.75437,0.40942,-15.20037,2.38214,-3.53942,-1.75167,216.461986,1.62458,61.61125,-17.36509,0.61465,3.07503,-1.73506,0.43702,-0.05266,0.00245,2.33859,81.38321,-22.86072,0.65572,1.31715,-0.86133,0.26323,-0.03913,0.00225,0.15257,49.89901,-1.8347,-1.46672,1.20807,-0.57856,0.16299,-0.02385,0.00139,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,v3
116,11/13/2022,2,2,1000064440,Left,T_B,1000102964,Right,T_A,4,Bottom,1,0,1,0-1,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,78.64681,-0.393664,3.00018,2498.608768,268.54426,3:00,5.70955,-2.08118,5.37197,-44.43766,1.67512,10.82068,1.63682,1.63595,72.58551,-8.459069,4.920484,0.488745,,,,,,,,,,,,-4.60264,1.39473,1.80422,50,5.64282,-6.40528,-114.06206,-2.29374,-6.06588,20.90396,-30.33594,77.12092,,6.0613,,,,8886145,Right,55.12746,-114.99792,10.45198,5.7151,-0.93562,-15.16797,2.0849,-6.13371,-3.03294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
117,11/13/2022,2,3,1000064440,Left,T_B,1000102964,Right,T_A,4,Bottom,1,1,1,1-1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,,Out,1,0,86.52824,-1.972004,2.066193,1830.851368,160.138559,11:15,5.82604,-1.94091,6.15923,-22.78159,14.38111,-4.74599,2.10389,-0.42679,78.86972,-6.269602,1.210344,0.438758,,,,,,,,,,,,3.07646,8.3978,1.78648,50,5.66458,-4.34451,-125.56616,-4.99442,4.88195,26.86478,-18.84775,85.90712,,7.65852,,,,8886145,Right,54.33908,-126.49109,13.43239,5.82536,-4.34551,-9.42387,1.93896,-4.5126,2.44098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
118,11/13/2022,3,1,1000064440,Left,T_B,1000094105,Right,T_A,4,Bottom,2,0,0,0-0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,85.83198,-1.183882,1.183226,1782.980504,167.939533,11:30,5.74377,-2.17736,6.1886,-22.53958,14.51576,-2.87921,2.772,-1.32466,79.43751,-5.413126,0.663501,0.438124,,,,,,,,,,,,1.77984,8.14386,2.08957,50,5.64291,-2.46741,-124.84586,-3.24181,2.84247,22.33669,-19.16792,86.03148,,6.39447,,,,8886145,Right,54.31055,-125.61472,11.16834,5.74314,-2.58203,-9.58396,2.17619,-2.56526,1.42124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
119,11/13/2022,3,2,1000064440,Left,T_B,1000094105,Right,T_A,4,Bottom,2,1,0,1-0,Fastball,Cutter,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,84.24302,-1.195545,3.156744,1754.748552,173.321948,11:45,6.02487,-2.05547,6.23353,-26.76442,11.68583,-1.24394,2.68975,0.75599,78.16786,-6.181114,2.932526,0.446294,57.68996,-42.163897,-85.673674,,,,,4.37943,2.38499,-59.076957,0.048199,1.41575,6.69292,1.82041,50,5.92206,-6.70619,-122.42035,-3.35139,2.17564,21.30869,-21.8889,84.45649,2.75387,6.07516,2.02113,2.75387,-0.72465,8886145,Right,54.26721,-123.16087,10.65434,6.02532,-2.59071,-10.94445,2.05478,-6.7818,1.08782,,2.02091,4.75942,,,,,,,,2.75651,-57.13544,,,,,,,,-0.72175,-62.91168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,v3
120,11/13/2022,3,3,1000064440,Left,T_B,1000094105,Right,T_A,4,Bottom,2,1,1,1-1,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,78.95456,-0.316029,2.720292,2503.469634,275.907149,3:15,5.81123,-2.21158,5.61858,-45.08341,0.10366,11.84079,1.75901,1.31578,73.07822,-8.52361,4.83258,0.483814,,,,,,,,,,,,-5.27949,0.54823,1.97157,50,5.75515,-5.89812,-114.62669,-2.12101,-7.04227,20.6799,-31.44279,77.90686,,5.87634,,,,8886145,Right,54.882,-115.50409,10.33995,5.81684,-0.78695,-15.7214,2.21548,-5.59933,-3.52114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
121,11/13/2022,3,4,1000064440,Left,T_B,1000094105,Right,T_A,4,Bottom,2,2,1,2-1,Fastball,Cutter,BallCalled,Undefined,Undefined,,Undefined,0,0,86.24066,-2.628386,2.70469,1719.655216,176.731863,12:00,5.82171,-2.09667,5.98809,-23.55667,13.63465,-0.71693,1.41823,0.35217,79.82383,-7.006345,2.575939,0.438927,,,,,,,,,,,,1.05024,8.01926,1.8836,50,5.60091,-5.88555,-125.17974,-6.48325,1.68219,23.03504,-19.32937,85.87409,,6.41683,,,,8886145,Right,54.51185,-126.00726,11.51752,5.82135,-5.78886,-9.66469,2.09612,-5.94599,0.8411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
122,11/13/2022,3,5,1000064440,Left,T_B,1000094105,Right,T_A,4,Bottom,2,3,1,3-1,Fastball,Changeup,BallCalled,Walk,Undefined,,Undefined,0,0,85.74856,0.524939,1.606087,1667.954497,171.942754,11:45,5.7996,-2.07651,5.9442,-27.05549,10.28351,-1.31563,4.0321,-0.69599,79.54022,-4.49776,1.369856,0.439798,,,,,,,,,,,,1.04886,5.47823,1.94931,50,5.82603,-3.44506,-124.73326,0.27272,1.67886,21.32455,-23.40517,85.70407,,6.20834,,,,8886145,Right,54.55552,-125.50966,10.66227,5.80059,1.12488,-11.70259,2.07586,-3.50618,0.83943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
123,11/13/2022,4,1,1000064440,Left,T_B,691273,Right,T_A,4,Bottom,2,0,0,0-0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,82.88742,-1.002353,1.057192,1749.035433,170.259635,11:45,5.97893,-2.37444,6.15816,-27.62651,12.45698,-1.92882,2.75046,-1.55839,76.23558,-6.171556,0.709122,0.455674,,,,,,,,,,,,1.28173,7.09323,2.29515,50,5.8886,-2.15076,-120.4808,-2.9196,1.89047,22.65266,-21.71207,82.71802,,6.65185,,,,8886145,Right,54.3403,-121.29411,11.32633,5.97943,-2.14006,-10.85604,2.37359,-2.21864,0.94523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
124,11/13/2022,4,2,1000064440,Left,T_B,691273,Right,T_A,4,Bottom,2,1,0,1-0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,82.07252,-0.117654,1.558838,1654.133519,182.671517,12:00,5.84976,-2.05288,5.8693,-30.71691,10.27749,0.42677,3.18069,-0.56899,76.07113,-5.801571,1.635385,0.460822,,,,,,,,,,,,0.15823,5.64662,1.92642,50,5.82222,-3.26423,-119.35053,-1.20901,0.23111,20.25669,-23.92663,81.79384,,6.00139,,,,8886145,Right,54.63053,-120.13388,10.12835,5.85108,-0.28374,-11.96332,2.05283,-3.27317,0.11555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
125,11/13/2022,4,3,1000064440,Left,T_B,691273,Right,T_A,4,Bottom,2,1,1,1-1,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,77.50719,-3.921263,3.124645,2360.247712,258.885264,2:45,5.71302,-2.5462,5.59011,-43.74798,2.50933,7.22185,-1.60532,0.97615,73.68748,-11.734165,4.414865,0.48951,,,,,,,,,,,,-3.10906,2.28748,2.2727,50,5.34593,-6.38635,-112.47963,-9.10474,-4.07525,15.96973,-29.17571,77.00034,,3.81971,,,,8886145,Right,54.9146,-113.17524,7.98487,5.71484,-7.83389,-14.58785,2.54702,-6.20884,-2.03762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
126,11/13/2022,4,4,1000064440,Left,T_B,691273,Right,T_A,4,Bottom,2,2,1,2-1,Fastball,Cutter,BallCalled,Undefined,Undefined,,Undefined,0,0,84.94112,-3.460002,2.851839,1781.225729,189.899218,12:15,5.75049,-2.37601,6.15222,-25.73265,12.03879,1.93162,0.40141,0.42206,79.62945,-8.199182,3.199858,0.442337,,,,,,,,,,,,-0.38327,7.32189,2.15805,50,5.47333,-6.21487,-123.3546,-8.25005,-0.6024,19.91515,-20.66569,85.21207,,5.31167,,,,8886145,Right,54.34995,-124.0549,9.95758,5.75066,-7.52336,-10.33284,2.37622,-6.19369,-0.3012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
127,11/13/2022,4,5,1000064440,Left,T_B,691273,Right,T_A,4,Bottom,2,3,1,3-1,Fastball,Changeup,BallCalled,Walk,Undefined,,Undefined,0,0,83.62895,-0.368844,1.744262,1574.858239,170.641547,11:45,5.90765,-2.29361,5.96992,-25.13371,15.06402,-2.25417,3.47105,-0.86381,75.79185,-5.113606,1.339307,0.456323,,,,,,,,,,,,1.68457,8.25012,2.15666,50,5.86456,-3.60406,-121.32014,-1.51852,2.4862,25.89557,-19.99789,82.60038,,7.8371,,,,8886145,Right,54.52556,-122.2823,12.94779,5.90718,-0.7755,-9.99895,2.29229,-3.69643,1.2431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
128,11/13/2022,5,1,1000064440,Left,T_B,1000187798,Right,T_A,4,Bottom,2,0,0,0-0,Slider,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,78.8105,-1.848027,3.754961,2439.507637,258.091255,2:30,5.6823,-2.52385,5.57981,-42.6199,2.84815,7.22193,0.40041,1.58988,73.23322,-9.571139,5.040983,0.485316,,,,,,,,,,,,-2.70173,2.2915,2.19554,50,5.4948,-7.76748,-114.25811,-5.08198,-3.58788,20.15172,-29.13098,77.66579,,5.57728,,,,8886145,Right,54.92132,-115.12281,10.07586,5.68604,-3.83198,-14.56549,2.52554,-7.61353,-1.79394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
129,11/13/2022,5,2,1000064440,Left,T_B,1000187798,Right,T_A,4,Bottom,2,0,1,0-1,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,79.53633,-2.2629,3.329012,2367.922168,257.520183,2:30,5.90501,-2.66168,5.70745,-41.66557,2.77059,6.6113,0.31986,0.99441,73.88186,-9.829112,4.510604,0.479777,,,,,,,,,,,,-2.51768,2.35347,2.3782,50,5.68877,-6.95247,-115.35217,-5.90531,-3.40452,20.73334,-28.9916,78.56235,,5.65446,,,,8886145,Right,54.79396,-116.21064,10.36667,5.90843,-4.70491,-14.4958,2.66315,-6.8115,-1.70226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.43992,,,1.304346,,,,0.47565,5.82418,1.76158,127.28068,5.09469,0.02946,0.84462,110.80172,-10.55547,5.80272,12.86246,-10.27769,1.54487,-6.93877,4.38628,High,High,High,,,High,High,High,v3
130,11/13/2022,5,3,1000064440,Left,T_B,1000187798,Right,T_A,4,Bottom,2,1,1,1-1,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,84.79554,-3.433134,1.805445,1660.778313,184.852085,12:15,5.9778,-2.0525,6.09833,-26.84261,11.82977,0.89957,0.56029,-0.30716,77.99287,-8.416851,1.96764,0.447581,,,,,,,,,,,,0.03783,7.44622,1.91305,50,5.69899,-3.91063,-122.9883,-8.19632,0.05788,24.62114,-20.78031,84.2136,,6.80266,,,,8886145,Right,54.40147,-123.86631,12.31057,5.97806,-7.45528,-10.39016,2.05254,-3.91269,0.02894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
131,11/13/2022,5,4,1000064440,Left,T_B,1000187798,Right,T_A,4,Bottom,2,2,1,2-1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,85.05451,-1.925208,1.754632,2037.764574,182.863881,12:00,5.8447,-2.19814,6.14604,-20.87544,17.58406,0.81547,2.3246,-0.50831,77.53193,-5.886346,1.901618,0.446348,,,,,,,,,,,,0.09382,10.03717,2.06415,50,5.68724,-3.81303,-123.42861,-4.72608,0.14394,25.77781,-16.77176,84.44636,,7.52258,,,,8886145,Right,54.35091,-124.33396,12.88891,5.84288,-4.13703,-8.38588,2.19816,-3.81808,0.07197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
