PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
132,11/13/2022,5,5,1000064440,Left,T_B,1000187798,Right,T_A,4,Bottom,2,2,2,2-2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,84.91011,-3.21879,2.790604,1967.214339,161.85232,11:30,5.94783,-2.19632,6.33645,-23.09761,15.37154,-4.60929,1.05277,-0.00902,77.48623,-7.57687,1.957157,0.446403,,,,,,,,,,,,3.24843,9.3667,1.99519,50,5.70206,-5.82732,-123.06321,-7.567,4.9467,26.01869,-17.91038,84.43581,,7.42388,,,,8886145,Right,54.16211,-123.94006,13.00935,5.94691,-6.96341,-8.95519,2.19439,-5.99403,2.47335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
133,11/13/2022,5,6,1000064440,Left,T_B,1000187798,Right,T_A,4,Bottom,2,2,2,2-2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,80.50713,-1.420002,3.554949,2393.16981,209.935919,1:00,5.67324,-2.6106,5.64633,-39.23396,4.48095,1.78268,1.07638,0.85817,74.05029,-8.593003,3.872887,0.475868,,,,,,,,,,,,0.10079,3.06225,2.30746,50,5.52741,-7.31719,-116.68273,-4.18127,0.13865,22.42903,-27.96204,79.20783,,6.45684,,,,8886145,Right,54.85337,-117.61196,11.21451,5.67664,-3.02282,-13.98102,2.61073,-7.32293,0.06932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
134,11/13/2022,1,1,10023185,Right,T_A,8886045,Left,T_B,5,Top,0,0,0,0-0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,86.48638,0.053381,-1.539753,1685.971095,235.417549,1:45,5.79828,1.75701,5.80115,-27.87919,9.7526,12.35072,3.52468,1.35382,78.72194,-5.145767,0.67347,0.441519,,,,,,,,,,,,-6.73701,5.33205,-1.63791,50,5.78613,2.85805,-125.5489,-0.80425,-10.69837,26.62559,-23.70675,85.36999,,7.76444,,,,691373,Right,54.69669,-126.54102,13.31279,5.79964,0.07911,-11.85337,-1.75183,3.2567,-5.34918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
135,11/13/2022,1,2,10023185,Right,T_A,8886045,Left,T_B,5,Top,0,1,0,1-0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,87.28633,-3.204703,-3.222433,1795.349681,223.115629,1:30,5.78453,1.61559,6.19542,-21.29726,14.86788,12.89268,1.04345,-0.28807,80.4967,-7.199117,-0.897999,0.432829,,,,,,,,,,,,-7.50851,8.87532,-1.37914,50,5.53186,6.62022,-126.58807,-7.72483,-12.2693,24.14018,-17.67127,87.08386,,6.78963,,,,691373,Right,54.30415,-127.40622,12.07009,5.78352,-7.12593,-8.83563,-1.61056,7.03605,-6.13465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
136,11/13/2022,1,3,10023185,Right,T_A,8886045,Left,T_B,5,Top,0,2,0,2-0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,86.64783,-0.466118,-2.805894,1660.991361,220.428977,1:15,5.82229,1.61513,6.15493,-20.91647,15.96788,12.60166,3.64809,0.07085,79.09731,-4.434314,-0.536106,0.437112,,,,,,,,,,,,-7.28075,8.73603,-1.40805,50,5.776,5.66181,-125.79403,-1.62135,-11.6604,25.63865,-18.18293,86.23067,,7.55052,,,,691373,Right,54.34323,-126.67615,12.81932,5.82102,-0.99575,-9.09146,-1.60975,6.063,-5.8302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
137,11/13/2022,1,4,10023185,Right,T_A,8886045,Left,T_B,5,Top,0,3,0,3-0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,86.47529,-1.09149,-2.521174,1579.129388,221.956746,1:30,5.69753,1.66062,5.94677,-23.1856,14.24513,11.7002,2.75191,0.29567,78.83013,-5.453159,-0.420694,0.440337,,,,,,,,,,,,-6.70796,7.98792,-1.4663,50,5.59757,5.04398,-125.47397,-3.10219,-10.65838,26.17568,-19.48192,85.59899,,7.64515,,,,691373,Right,54.55086,-126.41978,13.08784,5.69695,-2.39825,-9.74096,-1.65551,5.4291,-5.32919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
138,11/13/2022,1,5,10023185,Right,T_A,8886045,Left,T_B,5,Top,0,3,1,3-1,Fastball,Changeup,BallCalled,Walk,Undefined,,Undefined,0,0,86.26258,-0.300342,-1.481851,1585.036289,238.176572,2:00,5.73586,1.78106,5.88623,-26.88324,10.60375,15.20489,3.2166,1.6718,78.99629,-5.313376,1.247568,0.440668,,,,,,,,,,,,-8.15764,5.87237,-1.67012,50,5.69617,2.61369,-125.32022,-1.52748,-12.98532,25.10321,-22.82639,85.5347,,7.26629,,,,691373,Right,54.6123,-126.24074,12.55161,5.73684,-0.69045,-11.4132,-1.7747,3.08986,-6.49266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
139,11/13/2022,2,1,10023185,Right,T_A,1000058463,Right,T_B,5,Top,0,0,0,0-0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,88.38422,-1.964766,-3.95099,1911.004729,216.962386,1:15,5.85649,1.46938,5.74037,-17.61257,18.48296,13.03138,2.55426,-1.12939,80.75329,-5.299797,-1.626297,0.432412,,,,,,,,,,,,-7.68725,10.28386,-1.14815,50,5.68186,8.28046,-128.02509,-4.92601,-12.77584,26.0952,-15.08281,87.16784,,7.63093,,,,691373,Right,54.75761,-128.99119,13.0476,5.8539,-4.36761,-7.5414,-1.46346,8.75345,-6.38792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
140,11/13/2022,2,2,10023185,Right,T_A,1000058463,Right,T_B,5,Top,0,0,1,0-1,Slider,Curveball,InPlay,Undefined,GroundBall,GroundBall,Out,2,0,75.40568,0.907086,-2.694509,2065.327028,54.954949,7:45,5.68197,1.83323,5.7761,-53.91798,-4.65201,-8.70296,2.03386,-1.40112,69.77116,-8.930611,-4.251938,0.505179,70.89171,3.964334,-10.634464,1351.566918,,,,54.98268,53.58198,-9.796151,0.538591,3.76051,-2.32083,-1.60503,50,5.72368,5.45622,-109.52476,0.07948,4.57294,19.14233,-34.99624,74.61209,2.70243,5.63452,2.2512,2.09554,1.38014,691373,Right,54.7267,-110.34778,9.57117,5.68792,1.58414,-17.49812,-1.83539,5.2596,2.28647,38.209633,2.25584,101.82814,-10.0761,,,,,,,2.10847,6.86708,-20.06119,,,,,,,1.38396,-19.23706,-1.31548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
141,11/13/2022,3,1,10023185,Right,T_A,1000066765,Right,T_B,5,Top,2,0,0,0-0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,88.26079,-2.712964,-3.710091,1692.138625,219.744244,1:15,5.85794,1.44715,6.02896,-18.36103,17.46564,13.5556,1.80825,-0.86391,80.72436,-6.19214,-1.276858,0.430799,,,,,,,,,,,,-7.98615,10.08524,-1.164,50,5.63528,7.73346,-127.87618,-6.60035,-13.23136,26.22776,-15.46492,87.49426,,7.53642,,,,691373,Right,54.46959,-128.78964,13.11388,5.85578,-6.06173,-7.73246,-1.44137,8.19429,-6.61568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
142,11/13/2022,3,2,10023185,Right,T_A,1000066765,Right,T_B,5,Top,2,0,1,0-1,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,87.93968,-2.595142,-2.926033,1703.617193,221.712222,1:30,5.8566,1.35758,6.26589,-20.24663,15.27698,12.64953,1.77201,-0.28831,80.92415,-6.413979,-0.641921,0.428973,,,,,,,,,,,,-7.37744,8.96579,-1.14695,50,5.6541,6.03593,-127.64946,-6.37723,-12.23484,25.01849,-17.30507,87.86674,,7.01554,,,,691373,Right,54.2344,-128.4767,12.50925,5.85551,-5.80504,-8.65254,-1.35322,6.44047,-6.11742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
143,11/13/2022,3,3,10023185,Right,T_A,1000066765,Right,T_B,5,Top,2,0,2,0-2,Fastball,Changeup,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,88.83108,-2.289805,-3.854009,1623.713543,236.348998,2:00,5.78192,1.33757,6.06451,-23.2156,11.82142,16.18965,1.7222,-0.88546,81.92281,-6.620195,-0.944777,0.426025,,,,,,,,,,,,-9.32528,7.00331,-1.04684,50,5.59137,8.02119,-128.84973,-5.90156,-15.80934,24.65947,-20.30118,88.47469,,6.90827,,,,691373,Right,54.43586,-129.69589,12.32973,5.78193,-5.20494,-10.15059,-1.33138,8.56367,-7.90467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
144,11/13/2022,1,1,1000064440,Left,T_B,1000110361,Right,T_A,5,Bottom,0,0,0,0-0,Slider,Slider,InPlay,Undefined,FlyBall,,Sacrifice,1,1,77.8291,0.219203,1.855082,2363.657771,237.625355,2:00,5.89404,-2.4893,5.36365,-41.89471,4.85083,5.50693,2.60847,-0.29026,71.97863,-7.416095,2.833651,0.492086,96.705,44.400134,5.70312,5219.049578,,,,,124.06145,,,-2.30709,2.7602,2.31859,50,5.8837,-3.8718,-113.04089,-0.95401,-3.00453,19.35724,-28.57941,76.59719,123.21805,5.85046,1.77285,2.77399,0.29272,8886145,Right,55.13684,-113.91714,9.67862,5.89761,0.33969,-14.28971,2.49077,-3.7358,-1.50226,194.752062,1.77285,100.8352,-31.45575,8.57442,-2.30772,0.68987,-0.21443,0.04899,-0.00517,2.774,99.23559,-21.67322,1.66493,-0.07861,-0.11577,0.07675,-0.02334,0.00281,0.29272,10.07058,3.53119,0.31345,-0.37968,0.20332,-0.08637,0.02298,-0.00261,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,v3
145,11/13/2022,2,1,1000064440,Left,T_B,1000079407,Left,T_A,5,Bottom,1,0,0,0-0,Fastball,Cutter,BallCalled,Undefined,Undefined,,Undefined,0,0,83.59244,-0.672966,1.736752,1941.983053,165.830222,11:30,6.13542,-2.35397,6.10061,-25.08053,14.56627,-3.36189,3.42268,-1.02742,76.51828,-5.391329,1.131229,0.453185,,,,,,,,,,,,2.2148,8.08571,2.22209,50,6.07041,-3.55189,-121.42205,-2.15539,3.30674,23.75754,-20.10188,83.17232,,7.07416,,,,8886145,Right,54.39702,-122.27935,11.87877,6.1351,-1.43001,-10.05094,2.35241,-3.67121,1.65337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
146,11/13/2022,2,2,1000064440,Left,T_B,1000079407,Left,T_A,5,Bottom,1,1,0,1-0,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,85.42892,-2.380415,1.577205,2084.461454,146.02783,10:45,5.77905,-2.54877,6.43631,-24.7297,12.37831,-7.63351,1.5286,-1.73511,79.24172,-7.008628,0.192091,0.438435,,,,,,,,,,,,4.41351,7.4002,2.44009,50,5.59841,-3.14575,-124.23163,-5.87319,6.97337,22.32156,-20.48172,85.97042,,6.18719,,,,8886145,Right,54.06456,-124.9598,11.16078,5.7791,-5.20504,-10.24086,2.54642,-3.37324,3.48668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
147,11/13/2022,2,3,1000064440,Left,T_B,1000079407,Left,T_A,5,Bottom,1,2,0,2-0,Slider,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,78.57407,-1.452962,3.542628,2400.937907,251.807427,2:30,5.80713,-2.67849,5.77549,-42.21664,3.47669,6.20008,0.9342,1.13885,72.41256,-9.16825,4.65102,0.486517,,,,,,,,,,,,-2.15752,2.62075,2.38179,50,5.66141,-7.28164,-113.89376,-4.22749,-2.82593,21.47224,-28.74138,77.47407,,6.1615,,,,8886145,Right,54.72369,-114.78085,10.73612,5.81154,-3.04008,-14.37069,2.68021,-7.16489,-1.41297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
148,11/13/2022,2,4,1000064440,Left,T_B,1000079407,Left,T_A,5,Bottom,1,2,1,2-1,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,85.61999,-1.420588,3.612,1714.733982,169.384604,11:45,5.87085,-2.3134,5.9378,-20.59855,17.22639,-3.02236,2.83356,0.78997,79.0012,-5.286269,3.070899,0.44265,,,,,,,,,,,,2.45591,9.54233,2.02669,50,5.74558,-7.72161,-124.23166,-3.69459,3.87526,22.62914,-17.11676,85.15177,,6.61879,,,,8886145,Right,54.561,-125.0597,11.31457,5.86931,-3.06826,-8.55838,2.31183,-7.86341,1.93763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
149,11/13/2022,2,5,1000064440,Left,T_B,1000079407,Left,T_A,5,Bottom,1,2,2,2-2,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,77.64087,-0.896219,4.405012,2476.939475,285.232673,3:30,5.76089,-2.57927,5.29029,-47.57007,-0.30252,5.98989,0.95262,2.06428,72.32005,-9.457608,5.464098,0.494826,,,,,,,,,,,,-1.88941,0.47665,2.17289,50,5.64404,-8.89763,-112.5035,-3.38279,-2.44115,18.86332,-31.5582,76.17306,,5.32083,,,,8886145,Right,55.21072,-113.37381,9.43166,5.76652,-1.92677,-15.7791,2.5808,-8.78501,-1.22058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
150,11/13/2022,2,6,1000064440,Left,T_B,1000079407,Left,T_A,5,Bottom,1,3,2,3-2,Fastball,Four-Seam,BallCalled,Walk,Undefined,,Undefined,0,0,84.38022,-1.216161,1.957475,2014.736016,170.870094,11:45,5.79775,-2.33658,5.92788,-23.1608,15.82469,-2.35492,2.73844,-0.71586,77.64433,-5.55621,1.534779,0.44939,,,,,,,,,,,,1.72236,8.80178,2.18142,50,5.68732,-4.09666,-122.57166,-3.29632,2.6351,22.94263,-18.70791,83.87476,,6.73588,,,,8886145,Right,54.57077,-123.42424,11.47132,5.7969,-2.6011,-9.35396,2.33548,-4.19458,1.31755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.87074,2.061082,0.738304,1.322778,-0.08898,2.59007,0.67568,-1.07611,5.85528,-0.08692,127.27904,-0.10795,1.08691,-0.89438,110.29929,-10.2287,5.8561,9.57309,-10.6495,-0.18732,-4.36369,4.07918,High,High,High,,,High,High,High,v3
151,11/13/2022,3,1,1000064440,Left,T_B,1000073511,Right,T_A,5,Bottom,1,0,0,0-0,Slider,Slider,BallinDirt,Undefined,Undefined,,Undefined,1,0,78.08501,-2.742419,2.663167,2422.561016,283.908717,3:30,5.70788,-2.75752,5.33032,-46.24573,0.03362,4.78087,-0.72385,0.1415,73.43444,-11.024403,3.513866,0.489627,,,,,,,,,,,,-1.81528,0.92205,2.51305,50,5.42554,-5.44893,-113.35241,-6.98827,-2.39553,17.94799,-30.95729,76.98199,,4.65057,,,,8886145,Right,55.17299,-114.16855,8.974,5.71132,-5.58056,-15.47865,2.75835,-5.34,-1.19776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.862,,,1.299487,,,,-0.8092,5.86978,1.45256,127.27941,2.69024,0.81972,-0.55068,111.26436,-9.91638,5.83945,10.07736,-9.61917,1.38644,-3.04105,2.00315,High,High,High,,,High,High,High,v3
152,11/13/2022,3,2,1000064440,Left,T_B,1000073511,Right,T_A,5,Bottom,2,1,0,1-0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Single,0,1,85.1345,-0.94715,2.430196,2057.500791,174.351401,11:45,5.78911,-2.20229,6.30373,-23.23635,14.60331,-1.33036,2.97928,-0.07288,78.18668,-5.330738,2.189876,0.442736,100.54081,-0.587584,-21.097172,2257.074356,,,,56.30003,53.58126,-22.869688,0.381191,1.35606,8.21811,2.02456,50,5.70828,-5.20104,-123.70607,-2.70423,2.1068,24.07906,-19.40622,85.13519,3.28626,6.94781,2.66305,3.28626,-0.02939,8886145,Right,54.19612,-124.52015,12.03953,5.78862,-2.04813,-9.70311,2.2016,-5.27227,1.0534,80.61267,2.66789,137.40037,-21.84428,,,,,,,3.29073,-1.66801,-18.30073,,,,,,,-0.02059,-53.38337,-10.45247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
153,11/13/2022,4,1,1000064440,Left,T_B,1000069979,Right,T_A,5,Bottom,2,0,0,0-0,Slider,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,78.644,-0.676871,1.802475,2443.382465,239.710574,2:00,5.94119,-2.51553,5.53456,-41.11546,4.66158,5.54532,1.88188,-0.36806,72.41485,-8.194328,2.791731,0.486962,,,,,,,,,,,,-2.31768,2.94921,2.35521,50,5.85494,-3.80436,-114.1701,-2.69037,-3.05811,21.08485,-28.28263,77.40325,,6.22915,,,,8886145,Right,54.96507,-115.08339,10.54243,5.94494,-1.46531,-14.14132,2.51713,-3.6719,-1.52906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.99529,2.748818,1.475942,1.272876,1.61011,1.90971,0.37748,-0.15744,5.63273,0.38695,127.27827,-0.79681,5.3336,-0.00361,113.73534,-10.91831,5.64475,9.22814,-11.23938,0.29992,-1.32956,4.21951,High,High,High,,,High,High,High,v3
154,11/13/2022,4,2,1000064440,Left,T_B,1000069979,Right,T_A,5,Bottom,2,0,1,0-1,Slider,Slider,BallinDirt,Undefined,Undefined,,Undefined,0,0,78.09443,-2.757326,2.336729,2356.352785,228.802795,1:45,5.76066,-2.60126,5.54144,-40.77164,5.96894,5.07713,-0.2181,0.00695,71.94024,-10.17378,3.24309,0.49206,,,,,,,,,,,,-1.92028,4.21855,2.39507,50,5.49408,-4.80612,-113.17629,-6.75745,-2.4773,21.69067,-26.73184,76.60125,,6.15419,,,,8886145,Right,54.95883,-114.12271,10.84533,5.76348,-5.59107,-13.36592,2.60241,-4.69803,-1.23865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
155,11/13/2022,4,3,1000064440,Left,T_B,1000069979,Right,T_A,5,Bottom,2,1,1,1-1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,85.49902,-3.769744,3.545052,2125.776055,161.278078,11:30,5.71374,-2.38227,6.43035,-21.05415,16.63174,-5.22111,0.48285,0.44501,78.43483,-7.745822,2.600629,0.441836,,,,,,,,,,,,3.7565,10.15193,2.13209,50,5.43499,-7.48371,-123.85077,-8.74079,5.82751,25.02093,-16.42522,85.30876,,7.06419,,,,8886145,Right,54.06951,-124.6702,12.51046,5.71245,-8.20286,-8.21261,2.3803,-7.67456,2.91376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
156,11/13/2022,4,4,1000064440,Left,T_B,1000069979,Right,T_A,5,Bottom,2,2,1,2-1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,84.78767,-2.271078,3.11344,1981.644949,172.406304,11:45,5.91597,-2.37788,6.19234,-22.25096,16.16847,-1.99669,1.96077,0.33302,77.93592,-6.45704,2.753794,0.446115,72.67891,-26.529722,17.520333,,,,,5.06925,1.67513,8.12652,0.040377,1.87973,9.36563,2.1442,50,5.73327,-6.61553,-123.01293,-5.51521,2.8883,23.76603,-17.78316,84.4904,1.9274,6.85175,1.33669,1.9274,-0.44567,8886145,Right,54.30659,-123.84217,11.88302,5.91488,-4.89473,-8.89158,2.37679,-6.71631,1.44415,,1.33517,91.18137,,,,,,,,1.9282,-47.73484,,,,,,,,-0.44615,28.78495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
157,11/13/2022,1,1,1000093990,Right,T_A,1000051953,Right,T_B,6,Top,0,0,0,0-0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,91.54279,-3.150841,-2.713042,2272.455222,199.9849,12:45,6.46081,1.54135,5.87487,-12.80717,20.65533,7.11792,2.46087,-0.3872,83.69528,-5.615457,-1.438057,0.416342,,,,,,,,,,,,-4.39091,11.76697,-1.326,50,6.19817,5.97856,-132.67267,-7.6528,-7.83203,28.19022,-11.18543,90.53232,,7.84751,,,,691373,Right,54.62358,-133.65147,14.09511,6.45715,-7.26443,-5.59272,-1.53831,6.2505,-3.91602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
158,11/13/2022,1,2,1000093990,Right,T_A,1000051953,Right,T_B,6,Top,0,0,1,0-1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,91.52401,-1.80415,-2.058277,2367.33054,201.895889,12:45,6.34982,1.48194,5.77775,-14.01481,19.34249,7.36563,3.50157,0.17974,83.98619,-4.478372,-0.740225,0.415687,,,,,,,,,,,,-4.32319,10.67745,-1.31659,50,6.19248,4.45952,-132.89835,-4.6001,-7.77036,27.15253,-12.98275,90.67495,,7.53782,,,,691373,Right,54.72211,-133.85965,13.57627,6.3472,-4.14046,-6.49138,-1.47934,4.73462,-3.88518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
159,11/13/2022,1,3,1000093990,Right,T_A,1000051953,Right,T_B,6,Top,0,0,2,0-2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,92.29352,-2.157094,-2.742572,2328.625903,175.404201,11:45,6.34522,1.31178,5.25648,-13.94615,20.22285,-1.52532,3.15301,-1.39414,83.1459,-4.82855,-3.012484,0.420715,,,,,,,,,,,,-0.11724,11.1217,-1.05912,50,6.13757,6.46786,-133.47706,-5.45161,-0.20861,32.45809,-12.38875,89.59148,,9.14762,,,,691373,Right,55.23804,-134.74479,16.22905,6.34104,-4.96774,-6.19437,-1.3119,6.47601,-0.1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
160,11/13/2022,2,1,1000093990,Right,T_A,1000051953,Right,T_B,6,Top,1,0,0,0-0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,92.54718,-1.641599,-3.382163,2247.247538,212.056296,1:00,6.35135,1.14109,5.18917,-17.08591,16.18111,9.52516,3.38008,-1.25061,85.27941,-4.819394,-1.698954,0.415124,,,,,,,,,,,,-5.59457,8.78252,-0.83439,50,6.18606,7.48172,-134.19655,-4.46379,-10.31419,26.05153,-15.98255,90.79794,,7.26778,,,,691373,Right,55.31044,-135.22353,13.02577,6.34961,-3.83373,-7.99127,-1.13735,7.88832,-5.1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
161,11/13/2022,2,2,1000093990,Right,T_A,1000051953,Right,T_B,6,Top,1,1,0,1-0,Slider,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,80.47368,-0.612182,-3.25489,2496.182816,63.959213,8:15,6.10283,1.70846,4.91796,-47.47192,-2.04583,-7.40288,1.56708,-1.9892,73.35285,-9.165589,-4.558325,0.485092,,,,,,,,,,,,2.62252,-0.3415,-1.38416,50,6.0036,6.93858,-116.42566,-3.01481,3.55243,24.53139,-32.63663,77.70166,,7.12083,,,,691373,Right,55.57996,-117.59551,12.2657,6.11026,-1.45844,-16.31831,-1.71101,6.76917,1.77622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
162,11/13/2022,2,3,1000093990,Right,T_A,1000055244,Left,T_B,6,Top,1,0,0,0-0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,91.07666,-1.741275,-1.406385,2168.384116,207.10783,1:00,6.23612,1.61967,5.46328,-19.9771,14.02745,6.66331,2.9406,0.85836,83.85448,-5.453052,-0.219877,0.419701,,,,,,,,,,,,-3.70969,7.82717,-1.5005,50,6.06921,2.9436,-132.23958,-4.71927,-6.62059,26.12567,-18.20509,89.80786,,7.22218,,,,691373,Right,55.03518,-133.23063,13.06284,6.23513,-4.02867,-9.10255,-1.61692,3.19475,-3.3103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
